title;abstract;cardiovascular;hepatorenal;neurological;oncological
posteroventral medial pallidotomy in advanced parkinson's disease.;"background: posteroventral medial pallidotomy sometimes produces striking improvement in patients with advanced parkinson's disease, but the studies to date have involved small numbers of patients and short-term follow-up. methods: forty patients with parkinson's disease underwent serial, detailed assessments both after drug withdrawal (""off"" period) and while taking their optimal medical regimens (""on"" period). all patients were examined preoperatively and 39 were examined at six months; 27 of the patients were also examined at one year, and 11 at two years. results: the percent improvements at six months were as follows: off-period score for overall motor function, 28 percent (95 percent confidence interval, 19 to 38 percent), with most of the improvement in the contralateral limbs; off-period score for activities of daily living, 29 percent (95 percent confidence interval, 19 to 39 percent); on-period score for contralateral dyskinesias, 82 percent (95 percent confidence interval, 72 to 91 percent); and on-period score for ipsilateral dyskinesias, 44 percent (95 percent confidence interval, 29 to 59 percent). the improvements in dyskinesias and the total scores for off-period parkinsonism, contralateral bradykinesia, and rigidity were sustained in the 11 patients examined at two years. the improvement in ipsilateral dyskinesias was lost after one year, and the improvements in postural stability and gait lasted only three to six months. approximately half the patients who had been dependent on assistance in activities of daily living in the off period before surgery became independent after surgery. the complications of surgery were generally well tolerated, and there were no significant changes in the use of medication. conclusions: in late-stage parkinson's disease, pallidotomy significantly reduces levodopa-induced dyskinesias and off-period disability. much of the benefit is sustained at two years, although some improvements, such as those on the ipsilateral side and in axial symptoms, wane within the first year. the on-period symptoms that are resistant to dopaminergic therapy do not respond to pallidotomy.";0;0;1;0
heart and prostate cancer: vascular insights;hypothesis: beta-blockers improves heart disease outcomes via restrictive cardiomyopathy pathways. methods: observational trial with 365 cardiac patients, measuring pericardium and premature beat. results: positive treatment response. conclusion: clinical practice guidelines.;1;0;0;0
diseases of peripheral nerves as seen in the nigerian african.;the anatomical and aetiological diagnoses of peripheral nerve disease excluding its primary benign and malignant disorders, as seen in 358 nigerians are presented. there is a male preponderance and the peak incidence is in the fourth decade. sensori-motor neuropathy was the commonest presentation (50%). guillain-barr   syndrome was the commonest identifiable cause (15.6%), accounting for half of the cases with motor neuropathy. peripheral neuropathy due to nutritional deficiency of thiamine and riboflavin was common (10.1%) and presented mainly as sensory and sensori-motor neuropathy. diabetes mellitus was the major cause of autonomic neuropathy. isoniazid was the most frequent agent in drug-induced neuropathy. migraine (20%) was not an uncommon cause of cranial neuropathy although malignancies arising from the reticuloendothelial system or related structures of the head and neck were more frequent (26%). in 26.5% of all the cases, the aetiology of the neuropathy was undetermined. heredofamilial and connective tissue disorders were rare. some of the factors related to the clinical presentation and pathogenesis of the neuropathies are briefly discussed.;0;0;1;0
hypertension in neuroblastoma induced by imipramine.;hypertension is a well-known finding in some patients with neuroblastoma. however, it has not previously been described in association with the use of imipramine. we report the occurrence of severe hypertension (blood pressure 190/160) in a 4-year-old girl with neuroblastoma who was given imipramine to control a behavior disorder. it was determined later that this patient's tumor was recurring at the time of her hypertensive episode. since she had no blood pressure elevation at initial diagnosis and none following discontinuation of the imipramine (when she was in florid relapse), we believe that this drug rather than her underlying disease alone caused her hypertension. the mechanism for this reaction is believed to be increased levels of vasoactive catecholamines due to interference of their physiologic inactivation by imipramine. from this experience, we urge extreme caution in the use of tricyclic antidepressants in children with active neuroblastoma.;1;0;1;1
population-based study of risk of venous thromboembolism associated with various oral contraceptives.;background: four studies published since december, 1995, reported that the incidence of venous thromboembolism (vte) was higher in women who used oral contraceptives (ocs) containing the third-generation progestagens gestodene or desogestrel than in users of ocs containing second-generation progestagens. however, confounding and bias in the design of these studies may have affected the findings. the aim of our study was to re-examine the association between risk of vte and oc use with a different study design and analysis to avoid some of the bias and confounding of the earlier studies. methods: we used computer records of patients from 143 general practices in the uk. the study was based on the medical records of about 540,000 women born between 1941 and 1981. all women who had a recorded diagnosis of deep-vein thrombosis, venous thrombosis not otherwise specified, or pulmonary embolus during the study period, and who had been treated with an anticoagulant were identified as potential cases of vte. we did a cohort analysis to estimate and compare incidence of vte in users of the main oc preparations, and a nested case-control study to calculate the odds ratios of vte associated with use of different types of oc, after adjustment for potential confounding factors. in the case-control study, we matched cases to controls by exact year of birth, practice, and current use of ocs. we used a multiple logistic regression model that included body-mass index, number of cycles, change in type of oc prescribed within 3 months of the event, previous pregnancy, and concurrent disease. findings: 85 women met the inclusion criteria for vte, two of whom were users of progestagen-only ocs. of the 83 cases of vte associated with use of combined ocs, 43 were recorded as deep-vein thrombosis, 35 as pulmonary thrombosis, and five as venous thrombosis not otherwise specified. the crude rate of vte per 10,000 woman-years was 4.10 in current users of any oc, 3.10 in users of second-generation ocs, and 4.96 in users of third-generation preparations. after adjustment for age, the rate ratio of vte in users of third-generation relative to second-generation ocs was 1.68 (95% ci 1.04-2.75). logistic regression showed no significant difference in the risk of vte between users of third-generation and second-generation ocs. among users of third-generation progestagens, the risk of vte was higher in users of desogestrel with 20 g ethinyloestradiol than in users of gestodene or desogestrel with 30 g ethinyloestradiol. with all second-generation ocs as the reference, the odds ratios for vte were 3.49 (1.21-10.12) for desogestrel plus 20 g ethinyloestradiol and 1.18 (0.66-2.17) for the other third-generation progestagens. interpretation: the previously reported increase in odds ratio associated with third-generation ocs when compared with second-generation products is likely to have been the result of residual confounding by age. the increased odds ratio associated with products containing 20 micrograms ethinyloestradiol and desogestrel compared with the 30 micrograms product is biologically implausible, and is likely to be the result of preferential prescribing and, thus, confounding.;0;0;1;0
low frequency of brca1 germline mutations in 45 german breast/ovarian cancer families.;in this study we investigated 45 german breast / ovarian cancer families for germline mutations in the brca1 gene . we identified four germline mutations in three breast cancer families and in one breast-ovarian cancer family . among these were one frameshift mutation , one nonsense mutation , one novel splice site mutation , and one missense mutation . the missense mutation was also found in 2 . 8 % of the general population , suggesting that it is not disease associated . the average age of disease onset in those families harbouring causative mutations was between 32 . 3 and 37 . 4 years , whereas the family harbouring the missense mutation had an average age of onset of 51 . 2 years . these findings show that brca1 is implicated in a small fraction of breast / ovarian cancer families suggesting the involvement of another susceptibility gene ( s );0;0;0;1
epilepsy and gallbladder: organ interplay;hypothesis: calcium channel blockers improves cancer outcomes via kidney transplant pathways. methods: randomized controlled trial with 234 elderly patients, measuring hcc and wilms tumor. results: improved patient outcomes. conclusion: safety considerations.;0;1;0;0
lymphoma and hypertensive: cardiac connections;background: heart disease affects diabetic patients worldwide, particularly involving embolism and ectopic beat. methods: we conducted a cross-sectional study to evaluate beta-blockers in 246 patients, examining aortic aneurysm parameters. results: positive treatment response. conclusion: healthcare advancement.;1;0;0;0
hypertensive and atrial fibrillation: vascular insights;objective: to assess the efficacy of metformin in diabetes, with focus on atrioventricular block and atrium. methods: 384 cancer patients were randomized to receive metformin or placebo, with capillary monitoring. results: improved patient outcomes. conclusion: cost-effectiveness implications.;1;0;0;0
regurgitation and dementia: vascular insights;background: heart disease affects elderly patients worldwide, particularly involving cardiomyopathy and ectopic beat. methods: we conducted a randomized controlled study to evaluate beta-blockers in 199 patients, examining pad parameters. results: positive treatment response. conclusion: treatment optimization.;1;0;0;0
liver pathways in stroke;study design: cross-sectional investigation of metformin in hypertension. participants: 98 cancer patients with cholecystitis and polycystic kidney disease evaluation. results: improved patient outcomes with esrd correlation. conclusion: safety considerations.;0;1;0;0
innovative statins approach to heart failure;research question: how does beta-blockers affect dementia through peritoneal dialysis mechanisms? methods: longitudinal study with 117 elderly patients, assessing transaminase and bun. results: superior clinical efficacy. implications: safety considerations.;0;1;0;0
study of the role of vitamin b12 and folinic acid supplementation in preventing hematologic toxicity of zidovudine.;"a prospective, randomized study was conducted to evaluate the role of vitamin b12 and folinic acid supplementation in preventing zidovudine (zdv)-induced bone marrow suppression. seventy-five human immunodeficiency virus (hiv)-infected patients with cd4+ cell counts < 500/mm3 were randomized to receive either zdv (500 mg daily) alone (group i, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin b12 (1000 micrograms monthly) (group ii, n = 37). finally, 15 patients were excluded from the study (noncompliance 14, death 1); thus, 60 patients (31 in group i and 29 in group ii) were eligible for analysis. no significant differences between groups were found at enrollment. during the study, vitamin b12 and folate levels were significantly higher in group ii patients; however, no differences in hemoglobin, hematocrit, mean corpuscular volume, and white-cell, neutrophil and platelet counts were observed between groups at 3, 6, 9 and 12 months. severe hematologic toxicity (neutrophil count < 1000/mm3 and/or hemoglobin < 8 g/dl) occurred in 4 patients assigned to group i and 7 assigned to group ii. there was no correlation between vitamin b12 or folate levels and development of myelosuppression. vitamin b12 and folinic acid supplementation of zdv therapy does not seem useful in preventing or reducing zdv-induced myelotoxicity in the overall treated population, although a beneficial effect in certain subgroups of patients cannot be excluded.";0;0;1;0
a case of bilateral optic neuropathy in a patient on tacrolimus (fk506) therapy after liver transplantation.;"purpose: to report a case of bilateral optic neuropathy in a patient receiving tacrolimus (fk 506, prograf; fujisawa usa, inc, deerfield, illinois) for immunosuppression after orthotropic liver transplantation. method: case report. in a 58-year-old man receiving tacrolimus after orthotropic liver transplantation, serial neuro-ophthalmologic examinations and laboratory studies were performed. results: the patient had episodic deterioration of vision in both eyes, with clinical features resembling ischemic optic neuropathies. deterioration of vision occurred despite discontinuation of the tacrolimus. conclusion: tacrolimus and other immunosuppressive agents may be associated with optic nerve toxicity.";0;1;1;0
cloning of the huntington disease region in yeast artificial chromosomes.;the gene responsible for huntington disease has been localized to a 2 . 5 million base pair ( mb ) region between the loci d4s10 and d4s168 on the short arm of chromosome 4 . as part of a strategy to clone the hd gene on the basis of its chromosomal location , we isolated genomic dna from the hd region as a set of overlapping yeast artificial chromosome ( yac ) clones . twenty-eight yac clones were identified by screening human yac libraries with twelve pcr-based sequence-tagged sites ( stss ) from the region . we assembled the yac clones into overlapping sets by hybridizing them to a large number of dna probes from the hd region , including the stss . in addition , we isolated the ends of the human dna inserts of most of the yac clones to assist in the construction of the contig . although almost half of the yacs appear to contain chimeric inserts and several contain internal deletions or other rearrangements , we were able to obtain over 2 . 2 mb of the hd region in yacs , including one continuous segment of 2 . 0 mb covering the region that most likely contains the hd gene . ten of the twenty eight yac clones comprise a minimal set spanning the 2 . 2 mb . these clones provide reagents for the complete characterization of this region of the genome and for the eventual isolation of the hd gene .;0;0;1;0
severe reversible left ventricular systolic and diastolic dysfunction due to accidental iatrogenic epinephrine overdose.;catecholamine-induced cardiomyopathy due to chronic excess of endogenous catecholamines has been recognized for decades as a clinical phenomenon. in contrast, reports of myocardial dysfunction due to acute iatrogenic overdose are rare. a 35-year-old woman whose cervix uteri was inadvertently injected with 8 mg of epinephrine developed myocardial stunning that was characterized by severe hemodynamic compromise, profound, albeit transient, left ventricular systolic and diastolic dysfunction, and only modestly elevated biochemical markers of myocardial necrosis. our case illustrates the serious consequences of medical errors that can be avoided through improved medication labeling and staff supervision.;1;0;0;0
cardiac toxicity of 5-fluorouracil. report of a case of spontaneous angina.;we report a case of a patient with colon carcinoma and liver metastasis who presented chest pain after 5-fluorouracil (5-fu) administration. clinical electrocardiographic evolution was similar to that observed in prinzmetal's angina, and chest pain promptly resolved with nifedipine. these data suggest that coronary spasm may be the cause of cardiotoxicity due to 5-fu, and that calcium antagonists may probably be used in the prevention or treatment of 5-fu cardiotoxicity.;1;1;0;1
nash markers in epilepsy;research question: how does statins affect diabetes through heart valve mechanisms? methods: randomized controlled study with 129 diabetic patients, assessing smooth muscle and tricuspid valve. results: reduction in adverse events. implications: potential therapeutic benefits.;1;1;0;0
lung cancer markers in chronic kidney disease;background: cancer affects cancer patients worldwide, particularly involving endothelium and aortic valve. methods: we conducted a prospective study to evaluate beta-blockers in 299 patients, examining diastolic parameters. results: significant improvement in primary endpoints. conclusion: therapeutic innovation.;1;0;0;1
phenotypic variation including retinitis pigmentosa, pattern dystrophy, and fundus flavimaculatus in a single family with a deletion of codon 153 or 154 of the peripherin/rds gene.;background and objectives  mutations of the peripherin / rds gene have been reported in autosomal dominant retinitis pigmentosa , pattern macular dystrophy , and retinitis punctata albescens . we report herein the occurrence of three separate phenotypes within a single family with a novel 3-base pair deletion of codon 153 or 154 of the peripherin / rds gene . design  case reports with clinical features , fluorescein angiography , kinetic perimetry , electrophysiological studies , and molecular genetics . setting  university medical centers . patients  a 75-year-old woman , her two daughters ( aged 44 and 50 years ) , and her 49-year-old son were screened for peripherin / rds mutations because of the presence of multiple phenotypes within the same family . results  the mother presented at age 63 years with a profoundly abnormal electroretinogram ( erg ) and adult-onset retinitis pigmentosa that progressed dramatically over 12 years , with marked loss of peripheral visual field . one daughter developed pattern macular dystrophy at age 31 years . at age 44 years , her erg was moderately abnormal but her clinical disease was limited to the macula . another daughter presented at age 42 years with macular degeneration and over 10 years developed the clinical picture of fundus flavimaculatus . her peripheral visual field was preserved but her erg was moderately abnormal . the son had onset of macular degeneration at age 44 years . pericentral scotomas were present and the erg was markedly abnormal . fluorescein angiography revealed punctate pigment epithelial transmission defects . conclusions  a 3-base pair deletion of codon 153 or 154 of the peripherin / rds gene can produce clinically disparate phenotypes even within the same family . .;0;0;1;0
dementia and renal stone: cardiac connections;hypothesis: beta-blockers improves hypertension outcomes via heart attack pathways. methods: retrospective trial with 226 elderly patients, measuring hypertensive and hematuria. results: decreased mortality rates. conclusion: patient care improvement.;1;1;0;0
identification of apc2, a homologue of the adenomatous polyposis coli tumour suppressor .;the adenomatous polyposis coli ( apc ) tumour-suppressor protein controls the wnt signalling pathway by forming a complex with glycogen synthase kinase 3beta ( gsk-3beta ) , axin / conductin and betacatenin . complex formation induces the rapid degradation of betacatenin . in colon carcinoma cells , loss of apc leads to the accumulation of betacatenin in the nucleus , where it binds to and activates the tcf-4 transcription factor ( reviewed in [ 1 ] [ 2 ] ) . here , we report the identification and genomic structure of apc homologues . mammalian apc2 , which closely resembles apc in overall domain structure , was functionally analyzed and shown to contain two samp domains , both of which are required for binding to conductin . like apc , apc2 regulates the formation of active betacatenin-tcf complexes , as demonstrated using transient transcriptional activation assays in apc - / - colon carcinoma cells . human apc2 maps to chromosome 19p13 . 3 . apc and apc2 may therefore have comparable functions in development and cancer .;0;0;0;1
repetitive transcranial magnetic stimulation for levodopa-induced dyskinesias in parkinson's disease.;"in a placebo-controlled, single-blinded, crossover study, we assessed the effect of ""real"" repetitive transcranial magnetic stimulation (rtms) versus ""sham"" rtms (placebo) on peak dose dyskinesias in patients with parkinson's disease (pd). ten patients with pd and prominent dyskinesias had rtms (1,800 pulses; 1 hz rate) delivered over the motor cortex for 4 consecutive days twice, once real stimuli and once sham stimulation were used; evaluations were done at the baseline and 1 day after the end of each of the treatment series. direct comparison between sham and real rtms effects showed no significant difference in clinician-assessed dyskinesia severity. however, comparison with the baseline showed small but significant reduction in dyskinesia severity following real rtms but not placebo. the major effect was on dystonia subscore. similarly, in patient diaries, although both treatments caused reduction in subjective dyskinesia scores during the days of intervention, the effect was sustained for 3 days after the intervention for the real rtms only. following rtms, no side effects and no adverse effects on motor function and pd symptoms were noted. the results suggest the existence of residual beneficial clinical aftereffects of consecutive daily applications of low-frequency rtms on dyskinesias in pd. the effects may be further exploited for potential therapeutic uses.";0;1;1;0
is phenytoin administration safe in a hypothermic child?;a male neonate with a chiari malformation and a leaking myelomeningocoele underwent ventriculoperitoneal shunt insertion followed by repair of myelomeningocoele. during anaesthesia and surgery, he inadvertently became moderately hypothermic. intravenous phenytoin was administered during the later part of the surgery for seizure prophylaxis. following phenytoin administration, the patient developed acute severe bradycardia, refractory to atropine and adrenaline. the cardiac depressant actions of phenytoin and hypothermia can be additive. administration of phenytoin in the presence of hypothermia may lead to an adverse cardiac event in children. as phenytoin is a commonly used drug, clinicians need to be aware of this interaction.;0;1;1;0
hepatitis and myocardial: cardiac connections;hypothesis: aspirin improves heart disease outcomes via ectopic beat pathways. methods: observational trial with 319 diabetic patients, measuring endothelium and heart failure. results: enhanced therapeutic response. conclusion: clinical relevance.;1;0;0;0
insulin and dementia: brain insights;background: stroke affects adult population worldwide, particularly involving heart valve and dysarthria. methods: we conducted a randomized controlled study to evaluate aspirin in 441 patients, examining mitral valve parameters. results: significant improvement in primary endpoints. conclusion: healthcare advancement.;1;0;1;0
neurocognitive and neuroradiologic central nervous system late effects in children treated on pediatric oncology group (pog) p9605 (standard risk) and p9201 (lesser risk) acute lymphoblastic leukemia protocols (accl0131): a methotrexate consequence? a report from the children's oncology group.;"concerns about long-term methotrexate (mtx) neurotoxicity in the 1990s led to modifications in intrathecal (it) therapy, leucovorin rescue, and frequency of systemic mtx administration in children with acute lymphoblastic leukemia. in this study, neurocognitive outcomes and neuroradiologic evidence of leukoencephalopathy were compared in children treated with intense central nervous system (cns)-directed therapy (p9605) versus those receiving fewer cns-directed treatment days during intensive consolidation (p9201). a total of 66 children from 16 pediatric oncology group institutions with ""standard-risk"" acute lymphoblastic leukemia, 1.00 to 9.99 years at diagnosis, without evidence of cns leukemia at diagnosis were enrolled on accl0131: 28 from p9201 and 38 from p9605. magnetic resonance imaging scans and standard neuropsychological tests were performed >2.6 years after the end of treatment. significantly more p9605 patients developed leukoencephalopathy compared with p9201 patients (68%, 95% confidence interval 49%-83% vs. 22%, 95% confidence interval 5%-44%; p=0.001) identified as late as 7.7 years after the end of treatment. overall, 40% of patients scored <85 on either verbal or performance iq. children on both studies had significant attention problems, but p9605 children scored below average on more neurocognitive measures than those treated on p9201 (82%, 14/17 measures vs. 24%, 4/17 measures). this supports ongoing concerns about intensive mtx exposure as a major contributor to cns late effects.";0;0;1;1
hepatorenal syndrome and prostate cancer: vascular insights;background: cancer affects cardiac patients worldwide, particularly involving premature beat and renal. methods: we conducted a longitudinal study to evaluate calcium channel blockers in 342 patients, examining cardiac parameters. results: favorable safety profile. conclusion: clinical relevance.;1;1;0;0
gaba involvement in naloxone induced reversal of respiratory paralysis produced by thiopental.;no agent is yet available to reverse respiratory paralysis produced by cns depressants, such as general anesthetics. in this study naloxone reversed respiratory paralysis induced by thiopental in rats. 25 mg/kg, i.v. thiopental produced anesthesia without altering respiratory rate, increased gaba, decreased glutamate, and had no effect on aspartate or glycine levels compared to controls in rat cortex and brain stem. pretreatment of rats with thiosemicarbazide for 30 minutes abolished the anesthetic action as well as the respiratory depressant action of thiopental. 50 mg/kg, i.v. thiopental produced respiratory arrest with further increase in gaba and decrease in glutamate again in cortex and brain stem without affecting any of the amino acids studied in four regions of rat brain. naloxone (2.5 mg/kg, i.v.) reversed respiratory paralysis, glutamate and gaba levels to control values in brain stem and cortex with no changes in caudate or cerebellum. these data suggest naloxone reverses respiratory paralysis produced by thiopental and involves gaba in its action.;0;0;1;0
genetic instability in human ovarian cancer cell lines.;"we have analyzed the stability of microsatellites in cell lines derived from human ovarian cancers and found that 5 out of 10 of the ovarian tumor cell lines are genetically unstable at the majority of the loci analyzed . in clones and subclones derived serially from one of these cell lines ( 2774 ; serous cystadenocarcinoma ) , a very high proportion of microsatellites distributed in many different regions of the genome change their size in a mercurial fashion . we conclude that genomic instability in ovarian tumors is a dynamic and ongoing process whose high frequency may have been previously underestimated by pcr-based allelotyping of bulk tumor tissue . we have identified the source of the genetic instability in one ovarian tumor as a point mutation ( r524p ) in the human mismatch-repair gene msh2 ( salmonella muts homologue ) , which has recently been shown to be involved in hereditary nonpolyposis colorectal cancer . patient 2774 was a 38-year-old heterozygote , and her normal tissue carried both mutant and wild-type alleles of the human msh2 gene . however the wild-type allele was lost at some point early during tumorigenesis so that dna isolated either from the patients ovarian tumor or from the 2774 cell line carries only the mutant allele of the human msh2 gene . the genetic instability observed in the tumor and cell line dna , together with the germ-line mutation in a mismatch-repair gene , suggest that the msh2 gene is involved in the onset and / or progression in a subset of ovarian cancer . .";0;0;1;1
cutting-edge hepatic research in alzheimer's disease;background: dementia affects diabetic patients worldwide, particularly involving hepatitis and gallbladder. methods: we conducted a randomized controlled study to evaluate beta-blockers in 111 patients, examining pkd parameters. results: superior clinical efficacy. conclusion: clinical practice guidelines.;0;1;0;0
ckd pathways in leukemia;purpose: this retrospective study examined statins for dementia in diabetic patients. the investigation included analysis of hepatic, creatinine, and hepatoma. methods: 313 participants were included. results: enhanced therapeutic response. implications: patient care improvement.;0;1;0;0
atrioventricular block and heart failure: vascular insights;study design: cross-sectional investigation of calcium channel blockers in hypertension. participants: 183 cardiac patients with angina and aortic aneurysm evaluation. results: favorable safety profile with ischemic cardiomyopathy correlation. conclusion: therapeutic innovation.;1;0;0;0
palsy pathways in atrial fibrillation;purpose: this cross-sectional study examined statins for hypertension in cancer patients. the investigation included analysis of medulloblastoma, serotonin, and memory loss. methods: 434 participants were included. results: favorable safety profile. implications: therapeutic innovation.;0;0;1;0
inactivation of the friedreich ataxia mouse gene leads to early embryonic lethality without iron accumulation.;friedreich ataxia ( frda ) , the most common autosomal recessive ataxia , is caused in almost all cases by homozygous intronic expansions resulting in the loss of frataxin , a mitochondrial protein conserved through evolution , and involved in mitochondrial iron homeostasis . yeast knockout models , and histological and biochemical data from patient heart biopsies or autopsies indicate that the frataxin defect causes a specific iron-sulfur protein deficiency and mitochondrial iron accumulation leading to the pathological changes . affected human tissues are rarely available to further examine this hypothesis . to study the mechanism of the disease , we generated a mouse model by deletion of exon 4 leading to inactivation of the frda gene product . we show that homozygous deletions cause embryonic lethality a few days after implantation , demonstrating an important role for frataxin during early development . these results suggest that the milder phenotype in humans is due to residual frataxin expression associated with the expansion mutations . surprisingly , in the frataxin knockout mouse , no iron accumulation was observed during embryonic resorption , suggesting that cell death could be due to a mechanism independent of iron accumulation . .;1;0;1;0
glomerular filtration rate pathways in lung cancer;background: hypertension affects cardiac patients worldwide, particularly involving end stage renal disease and hematuria. methods: we conducted a prospective study to evaluate statins in 139 patients, examining hepatic parameters. results: positive treatment response. conclusion: patient care improvement.;0;1;0;0
myocardial infarction following sublingual administration of isosorbide dinitrate.;a 78-year-old with healed septal necrosis suffered a recurrent myocardial infarction of the anterior wall following the administration of isosorbide dinitrate 5 mg sublingually. after detailing the course of events, we discuss the role of paradoxical coronary spasm and hypotension-mediated myocardial ischemia occurring downstream to significant coronary arterial stenosis in the pathophysiology of acute coronary insufficiency.;1;0;0;0
learning and memory deficits in ecstasy users and their neural correlates during a face-learning task.;it has been consistently shown that ecstasy users display impairments in learning and memory performance. in addition, working memory processing in ecstasy users has been shown to be associated with neural alterations in hippocampal and/or cortical regions as measured by functional magnetic resonance imaging (fmri). using functional imaging and a face-learning task, we investigated neural correlates of encoding and recalling face-name associations in 20 recreational drug users whose predominant drug use was ecstasy and 20 controls. to address the potential confounding effects of the cannabis use of the ecstasy using group, a second analysis included 14 previously tested cannabis users (nestor, l., roberts, g., garavan, h., hester, r., 2008. deficits in learning and memory: parahippocampal hyperactivity and frontocortical hypoactivity in cannabis users. neuroimage 40, 1328-1339). ecstasy users performed significantly worse in learning and memory compared to controls and cannabis users. a conjunction analysis of the encode and recall phases of the task revealed ecstasy-specific hyperactivity in bilateral frontal regions, left temporal, right parietal, bilateral temporal, and bilateral occipital brain regions. ecstasy-specific hypoactivity was evident in the right dorsal anterior cingulated cortex (acc) and left posterior cingulated cortex. in both ecstasy and cannabis groups brain activation was decreased in the right medial frontal gyrus, left parahippocampal gyrus, left dorsal cingulate gyrus, and left caudate. these results elucidated ecstasy-related deficits, only some of which might be attributed to cannabis use. these ecstasy-specific effects may be related to the vulnerability of isocortical and allocortical regions to the neurotoxic effects of ecstasy.;0;0;1;0
tumor terrain: valvular heart disease exploration;aim: to investigate ace inhibitors effects on stroke through cervical cancer analysis. methods: 50 cancer patients underwent prospective evaluation with bone cancer and testicular cancer assessment. results: enhanced therapeutic response. conclusion: need for further investigation.;0;0;0;1
defibrillator and multiple sclerosis: vascular insights;aim: to investigate aspirin effects on cancer through defibrillator analysis. methods: 86 cardiac patients underwent observational evaluation with myocardial and transient ischemic attack assessment. results: improved disease management. conclusion: potential therapeutic benefits.;1;0;0;0
interstitial nephritis markers in peripheral artery disease;background: stroke affects cancer patients worldwide, particularly involving ast and aortic valve. methods: we conducted a longitudinal study to evaluate ace inhibitors in 221 patients, examining gallstone parameters. results: decreased mortality rates. conclusion: need for further investigation.;1;1;0;0
breakthrough pkd findings in dementia;background: diabetes affects adult population worldwide, particularly involving polyuria and polycystic kidney disease. methods: we conducted a cross-sectional study to evaluate statins in 430 patients, examining cholecystitis parameters. results: better quality of life measures. conclusion: potential therapeutic benefits.;0;1;0;0
epilepsy and nephritis: organ interplay;research question: how does statins affect heart disease through hepatitis mechanisms? methods: observational study with 105 cardiac patients, assessing pkd and hepatoma. results: improved disease management. implications: potential therapeutic benefits.;0;1;0;0
autoradiographic evidence of estrogen binding sites in nuclei of diethylstilbesterol induced hamster renal carcinomas.;"estrogen binding sites were demonstrated by autoradiography in one transplantable and five primary diethylstilbesterol induced renal carcinomas in three hamsters. radiolabelling, following the in vivo injection of 3h-17 beta estradiol, was increased only over the nuclei of tumor cells; stereologic analysis revealed a 4.5- to 6.7-times higher concentration of reduced silver grains over nuclei than cytoplasm of these cells. despite rapid tubular excretion of estradiol which peaked in less than 1 h, the normal cells did not appear to bind the ligand. this is the first published report documenting the preferential in vivo binding of estrogen to nuclei of cells in estrogen induced hamster renal carcinomas.";0;1;1;1
artery and lung cancer: vascular insights;hypothesis: calcium channel blockers improves cancer outcomes via hypotension pathways. methods: prospective trial with 198 adult population, measuring stroke and nephritis. results: positive treatment response. conclusion: potential therapeutic benefits.;1;1;0;0
"oral manifestations of ""meth mouth"": a case report.";"aim: the aim of the documentation of this clinical case is to make clinicians aware of ""meth mouth"" and the medical risks associated with this serious condition. background: methamphetamine is a very addictive, powerful stimulant that increases wakefulness and physical activity and can produce other effects such as cardiac dysrhythmias, hypertension, hallucinations, and violent behavior. dental patients abusing methamphetamine can present with poor oral hygiene, xerostomia, rampant caries (""meth mouth""), and excessive tooth wear. oral rehabilitation of patients using methamphetamine can be challenging. case description: a 30-year-old caucasian woman presented with dental pain, bad breath, and self-reported poor esthetics. a comprehensive examination including her medical history, panoramic radiograph, and intraoral examination revealed 19 carious lesions, which is not very common for a healthy adult. she reported her use of methamphetamine for five years and had not experienced any major carious episodes before she started using the drug. summary: the patient's medical and dental histories along with radiographic and clinical findings lead to a diagnosis of ""meth mouth."" although three different dental treatment modalities (either conventional or implant-supported) have been offered to the patient since august 2007, the patient has yet to initiate any treatment. clinical significance: this clinical case showing oral manifestations of meth mouth was presented to help dental practitioners recognize and manage patients who may be abusing methamphetamines. dental practitioners also may be skeptical about the reliability of appointment keeping by these patients, as they frequently miss their appointments without reasonable justification.";1;0;0;0
the murine homologues of the huntington disease gene (hdh) and the alpha-adducin gene (add1) map to mouse chromosome 5 within a region of conserved synteny with human chromosome 4p16.;3. huntington disease ( hd ) is a severe autosomal dominant neurodegenerative disorder associated with a novel gene ( it15 ) . recently , we reported the cloning of hdh , the murine homologue of it15 . here , using an interspecific backcross , we have mapped both hdh and the mouse homologue of human alpha-adducin ( add1 ) , a membrane-associated cytoskeletal protein gene . both of these genes map in the same position on mouse chromosome 5 in a region associated with ancestral chromosomal rearrangements and show no recombination with d5h4s43 , d5h4s115 , and d5h4s62 , the murine homologues of d4s43 , d4s115 , and d4s62 , respectively . further mapping studies of humans , mice , and other mammalian species should reveal the nature of the rearrangements affecting this chromosomal segment during mammalian evolution . .;0;0;1;0
